bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr5511-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Charitable contributions|Federal Deposit Insurance Corporation (FDIC)|Tax administration and collection, taxpayers",2016-06-16,"To require the Federal Deposit Insurance Corporation to implement regulations easing certain restrictions on non-profit community development financial institution banks, and for other purposes.",Equal Access to Banking Act,114,0,,
hr5521-114,Finance and Financial Sector,Administrative remedies|Civil actions and liability|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments,2016-06-16,"To amend the Consumer Financial Protection Act of 2010 to authorize private parties to compel the Bureau to seek sanctions by filing civil actions, and for other purposes.",Reigning In of Governmental Hostility To Sovereignty at the CFPB Act of 2016,114,0,,
hr5522-114,Finance and Financial Sector,Administrative remedies|Consumer Financial Protection Bureau|Consumer credit|Evidence and witnesses|Financial services and investments|Government studies and investigations|Judicial review and appeals,2016-06-16,"To amend the Consumer Financial Protection Act of 2010 to require that civil investigative demands be appealed to courts, and for other purposes.",,114,0,,
hr5541-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Community life and organization|Government information and archives|Rural conditions and development",2016-06-21,"To amend the Federal Credit Union Act to establish procedures for Federal credit unions to provide credit union services to underserved areas, and for other purposes.",Financial Services for the Underserved Act of 2016,114,0,,
hr5553-114,Finance and Financial Sector,Accounting and auditing|Civil actions and liability|Executive agency funding and structure|Higher education|Securities|Securities and Exchange Commission (SEC)|Student aid and college costs,2016-06-21,To amend the Securities Exchange Act of 1934 to require fines collected for violations of the rules of the Municipal Rulemaking Board to be deposited into the Treasury and to amend the Sarbanes-Oxley Act of 2002 to remove a requirement on the use of certain funds.,,114,0,,
hr5569-114,Finance and Financial Sector,"Alternative dispute resolution, mediation, arbitration|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments",2016-06-22,"To amend the Consumer Financial Protection Act of 2010 to repeal the authority of the Bureau of Consumer Financial Protection to restrict arbitration, and for other purposes.",,114,0,,
hr5592-114,Finance and Financial Sector,Administrative law and regulatory procedures|Appropriations|Banking and financial institutions regulation|Bankruptcy|Civil actions and liability|Commodities markets|Commodity Futures Trading Commission|Congressional oversight|Executive agency funding and structure|Fraud offenses and financial crimes|Government information and archives|International monetary system and foreign exchange|Securities|User charges and fees,2016-06-28,"To amend the Commodity Exchange Act to clarify which fees the Commodity Futures Trading Commission may assess and collect, and for other purposes.",Derivatives Oversight and Taxpayer Protection Act,114,0,,
hr5594-114,Finance and Financial Sector,"Banking and financial institutions regulation|Computer security and identity theft|Computers and information technology|Congressional oversight|Criminal investigation, prosecution, interrogation|Currency|Department of the Treasury|Diplomacy, foreign officials, Americans abroad|Foreign and international banking|Fraud offenses and financial crimes|Government information and archives|Intergovernmental relations|Public-private cooperation|Technology assessment|Terrorism",2016-06-28,"To require the establishment of a national strategy for combating the financing of terrorism and related financial crimes, and for other purposes.","National Strategy for Combating Terrorist, Underground, and Other Illicit Financing Act",114,0,,
hr5596-114,Finance and Financial Sector,Securities|State and local finance,2016-06-28,To amend the Securities Exchange Act of 1934 to provide that an issuer of municipal securities is not required to retain a municipal advisor prior to issuing any such securities.,Municipal Advisor Choice Act,114,0,,
hr5602-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Currency",2016-06-28,"To amend title 31, United States Code, to authorize the Secretary of the Treasury to include all funds when issuing certain geographic targeting orders, and for other purposes.",,114,0,,
hr5603-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Congressional oversight|Criminal investigation, prosecution, interrogation|Foreign and international banking|Foreign property|Fraud offenses and financial crimes|Government ethics and transparency, public corruption",2016-06-28,To authorize the Secretary of the Treasury to pay rewards under an asset recovery rewards program to help identify and recover stolen assets linked to foreign government corruption and the proceeds of such corruption hidden behind complex financial structures in the United States and abroad.,Kleptocracy Asset Recovery Rewards Act,114,0,,
hr5606-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Civil actions and liability|Congressional oversight|Criminal justice information and records|Department of the Treasury|Foreign and international banking|Fraud offenses and financial crimes|Terrorism,2016-06-28,"To facilitate better information sharing to assist in the fight against the funding of terrorist activities, and for other purposes.",Anti-terrorism Information Sharing Is Strength Act,114,0,,
